Term_Translated,Campus,Subject,Subject_Name,Course_Title,Description,Units,Units_Min,Units_Max,Prerequisites,Cross_Listing,Course Name
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Games as Art & Activism,"Games are art forms that are widely accessed across a multitude of modern social, cultural, political, and media landscapes. Many games—from ancient to contemporary—express compelling sociopolitical perspectives and critiques. This course explores games as art with a focus on works that intentionally invite social action and change through performance, play, or participation. Games are discussed from critical, artistic, and aesthetic frameworks. Creative assignments and projects are used to explore methods and approaches for creating expressive games and other forms of radical play.",5 units,5,5,,,25
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Designing Experiences,"Builds skills in setting experiential goals and in defining and building mechanical and dynamic elements to support those goals. Through an iterative and reflective process, explores how we evaluate success as designers and artists, and the responsibilities we have to ourselves and to our audience. In this class, students will rapidly prototype interactive experiences in a number of forms and practice the presentation/positioning of their work to an audience.",5 units,5,5,Enrollment is restricted to proposed and declared majors in Art and Design Games and Playable Media BA,,40
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Designing Experiences,"Builds skills in setting experiential goals and in defining and building mechanical and dynamic elements to support those goals. Through an iterative and reflective process, explores how we evaluate success as designers and artists, and the responsibilities we have to ourselves and to our audience. In this class, students will rapidly prototype interactive experiences in a number of forms and practice the presentation/positioning of their work to an audience.",5 units,5,5,Enrollment is restricted to proposed and declared majors in Art and Design Games and Playable Media BA,,40
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Designing Experiences,"Builds skills in setting experiential goals and in defining and building mechanical and dynamic elements to support those goals. Through an iterative and reflective process, explores how we evaluate success as designers and artists, and the responsibilities we have to ourselves and to our audience. In this class, students will rapidly prototype interactive experiences in a number of forms and practice the presentation/positioning of their work to an audience.",5 units,5,5,Enrollment is restricted to proposed and declared majors in Art and Design Games and Playable Media BA,,40
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Introduction to Game Art Production,"Project-centered studio-lecture hybrid course that introduces the process of world-building and interaction design from the standpoint of the art director. Each project addresses a milestone in the art direction development pipeline, and demonstrates corresponding entry-level technical and conceptual skills and strategies. Utilizing this split methodology, the ""big-picture"" game development process is presented in tandem with related fundamental digital art and design skills at an achievable scale for an introductory course.",5 units,5,5,,,91
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Character Creation for Video Games,"This is a hands-on studio course, intended to give students an understanding of the techniques used to create characters for use in video games. Through this course, students will understand and develop the skills necessary to take a video game character design through all of the stages necessary to have a finished character for use in 2D or 3D video games. You will learn industry tools and techniques to be an effective game artist. (Formerly, Digital Drawing/Painting for Game Design.) May be repeated for credit.",5 units,5,5,Enrollment is restricted to junior and senior art and design: games and playable media majors and proposed majors.,,118
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Special Topics in Game Design,Allows students to explore game designs related to their ongoing work within their major in either digital or non-digital formats. Students choose a topic and develop game projects that engage players. May be repeated for credit.,5 units,5,5,Enrollment is restricted to art and design: games and playable media declared majors.,,129
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Special Topics in Game Design,Allows students to explore game designs related to their ongoing work within their major in either digital or non-digital formats. Students choose a topic and develop game projects that engage players. May be repeated for credit.,5 units,5,5,Enrollment is restricted to art and design: games and playable media declared majors.,,129
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Special Topics in Game Design,Allows students to explore game designs related to their ongoing work within their major in either digital or non-digital formats. Students choose a topic and develop game projects that engage players. May be repeated for credit.,5 units,5,5,Enrollment is restricted to art and design: games and playable media declared majors.,,129
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Special Topics in Game Design,Allows students to explore game designs related to their ongoing work within their major in either digital or non-digital formats. Students choose a topic and develop game projects that engage players. May be repeated for credit.,5 units,5,5,Enrollment is restricted to art and design: games and playable media declared majors.,,129
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,"Spectacular Play: Performance, Ritual, and Making a Scene IRL","What do immersion and interactivity look like outside of virtual worlds? How can we activate social dynamics and public space for the purpose of play? How might we evoke feelings of purpose, or even magic, for players and spectators alike? Students will study and create immersive experiences designed to play out in real life. Drawing inspiration from performance studies, activism, art history, and more, we will transform the everyday into the extraordinary. May be repeated for credit.",5 units,5,5,Enrollment is restricted to senior Art and Design: Games and Playable Media majors.,,134
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Ecofutures,"Social and artistic movements have created strategies which can envision futures beyond the horizon of the imagination of capitalism. In this class students study the fields of virtual environmental art, climate fiction, ecofeminist art, queer and trans ecologies, Afrofuturism, Latinx futurism and Indigenous futurism, and create digital art relevant to these fields such as games, electronic literature, and interactive films, to envision futures of climate justice.",5 units,5,5,Enrollment is restricted to senior Art and Design: Games and Playable Media majors.,,143
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Game Design Studio II,"Students craft the core loop of their yearlong game project. Students build the game, examine player feedback, and repeat the process to make the game better. This course places particular emphasis on advanced production techniques for working in teams, as well as software engineering practices for software design, software testing, and build management. This course is part two of the art and design, games and playable media capstone requirement.",7 units,7,7,Prerequisite(s): Enrollment is restricted to senior art and design: games and playable media majors.,,171
Winter Quarter 2226,UCSC,ARTG,Art & Design: Games + Playable Media,Personal Narrative in Play,"Explores how storytelling techniques can align with game mechanics to examine and provoke questions of identity and personal narrative. Drawing from games that express personal experience through autobiography, to games that question the relationship and separation between player and character, students develop exploratory prototypes in digital and/or nondigital formats around potential mechanics for personal narrative and expression. Course culminates in a final piece of interactive art as well as designing the exhibit and public documentation for this work.",5 units,5,5,Prerequisite(s): Satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to declared majors who have taken one upper-division ARTG course.,,180
